sum_elem_nutr_score,sum_mid_nutr_score,sum_elem_ne_scores,sum_mid_ne_scores,sum_elem_pa_scores,sum_mid_pa_scores,total_elem_wp,total_mid_wp,three_mean_edfa_ela,three_mean_edfa_math,four_mean_edfa_ela,four_mean_edfa_math,five_mean_edfa_ela,five_mean_edfa_math,six_mean_edfa_ela,six_mean_edfa_math,seven_mean_edfa_ela,seven_mean_edfa_math,eight_mean_edfa_ela,eight_mean_edfa_math
31,22,34,34,35,30,100,86,0.88986015,0.65595526,1.0993726,0.60973346,0.38509327,-0.003526166,0.30524954,-0.093292549,0.053813148,-0.26549697,0.26899776,0.43570495
37,37,31,29,42,33,110,99,0.5449146,0.077279031,,,0.29369807,-0.021069288,0.4376114,0.582766,0.27269235,0.5355978,,
29,20,38,38,36,29,103,87,-0.29781145,-0.62247097,-0.20148762,-0.23600186,0.075410828,-0.23099098,-0.11025701,-0.40859747,-0.024852701,0.18784547,0.049748942,0.21329069
44,43,29,18,36,28,109,89,0.041049425,0.12064038,0.043068081,-0.070119374,0.069380544,0.20001934,0.33350649,0.24582036,0.2377685,0.025223318,0.1985217,0.36307129
27,23,38,38,29,24,94,85,,,,,,,,,-0.38667804,-0.14258076,,
14,15,25,24,33,26,72,65,0.28647387,-0.042972393,0.75986993,0.78843319,0.39360401,0.51742345,-0.07298182,0.40172997,0.1532906,0.24390386,-0.040486444,0.25406295
17,32,25,21,25,26,67,79,-0.16376612,0.068067357,0.13492002,0.41417953,-0.098181613,-0.079647847,0.15295944,0.027585091,0.059202522,0.073304959,0.061784048,0.27185446
22,22,41,38,34,28,97,88,-0.056645013,0.51790375,0.84380603,1.2894537,0.35577822,0.46497935,-0.11189601,0.37294599,0.2304678,0.87604952,0.76472288,0.74705809
20,21,15,14,25,17,60,52,0.27027327,0.63122714,-0.067871012,-0.43875128,-0.003835025,0.2443223,0.17590895,-0.19419307,-0.14024237,0.42868233,-0.21427684,-0.12212612
15,22,20,16,20,16,55,54,-0.069017597,-0.73470479,,,-0.51194525,-0.51111698,,,-0.4831138,-0.53141141,-0.077086613,0.42293167
32,39,43,34,38,32,113,105,0.057322931,0.042029545,0.22292694,0.10565903,0.13322257,0.16534051,0.10298986,0.07837256,0.082955733,0.3176696,0.32652715,0.21350436
34,33,52,50,38,26,124,109,0.40342399,0.27086657,0.11473256,0.023317749,0.49007764,0.58784693,0.020215761,0.17864129,0.13906819,-0.10144951,-0.073990427,-0.1528262
18,23,26,25,36,28,80,76,0.2321426,-0.035638057,0.010741107,0.27010703,-0.1624185,0.39203739,0.32338789,0.19643116,-0.11439069,-0.1404237,-0.21989655,-0.25626114
26,26,16,16,23,17,65,59,0.091774575,0.047687612,0.13224529,-0.14624698,-0.10040494,-0.048887946,0.12692913,0.12871082,0.094864406,0.37782085,0.14594023,0.079309367
28,39,29,23,38,26,95,88,-0.096578851,0.00457738,0.17898965,-0.034167364,-0.087867349,-0.19777715,0.40380448,0.3717503,0.11296122,0.16879387,0.10500483,0.01203082
32,24,37,29,35,30,104,83,-0.16029021,-0.14719179,-0.44916332,-0.19221082,-0.28780144,-0.18746626,-0.019113543,-0.047412645,-0.14292648,-0.32070297,0.059244953,0.12309571
22,22,38,38,36,30,96,90,,,,,,,,,0.23455358,0.17755079,,
32,27,39,30,35,32,106,89,-0.065927155,-0.092964128,0.10408758,0.11041925,0.75630599,0.34963727,0.56907046,0.33643636,-0.21339455,0.009072578,-0.36588797,-0.1545639
27,31,46,38,39,29,112,98,,,0.50647897,0.5137465,0.11856931,0.29443526,0.14770572,0.050542451,-0.30023578,-0.026923049,0.44702441,0.35192594
19,23,15,15,27,23,61,61,0.16844483,-0.041930225,-0.76961941,-0.72625315,0.18398689,-0.48986396,0.27821898,0.35947579,-0.10192534,-0.30502564,-0.17729233,-0.12584431
38,35,32,30,37,28,107,93,0.23485811,0.32911009,0.34058976,0.35171205,0.32072154,0.41822073,0.3577835,0.50169146,0.39513633,0.46152347,0.32992402,0.41838872
29,29,16,16,21,17,66,62,-0.1905506,-0.40384525,,,0.047605079,-0.20824401,0.2582888,-0.6111666,-0.22121429,0.13382386,0.13257042,-0.007571535
14,20,31,33,37,29,82,82,0.44739735,0.39244568,-0.29346886,-0.12745441,-0.22746053,0.008893663,-0.19162297,0.099289253,0.10051188,0.17769694,0.28739429,0.49013597
28,34,27,21,26,27,81,82,-0.30240265,-0.035851445,-0.30359948,-0.1836078,-0.140365,0.032507572,0.007955658,-0.29881135,-0.27879912,-0.38615015,-0.012754552,-0.31208554
26,26,22,22,20,18,68,66,,,0.002967544,-0.12578793,0.47765738,0.39945596,,,,,0.18426634,-0.42373723
25,24,29,24,37,31,91,79,0.059130795,0.4130477,-0.14156856,-0.13063562,-0.084056921,-0.48772776,-0.35703647,-0.017047998,-0.186261,-0.79504824,0.51065981,-0.31202042
33,33,20,19,32,27,85,79,0.039787866,0.17783226,-0.016973533,0.010704771,0.41852272,0.52747035,0.20473878,0.13071015,-0.4025057,-0.35329548,-0.17311628,0.053619899
31,37,45,37,33,30,109,104,-0.087109379,-0.21878031,-0.048668724,-0.050254487,-0.10042273,-0.057473451,-0.17885962,-0.38627723,-0.15560637,0.15688075,-0.025996381,0.000995325
28,27,47,40,44,34,119,101,0.077375025,-0.18050581,0.76689589,0.53111285,0.066342041,0.064717464,0.003060656,0.19368187,-0.24485961,-0.44835567,,-0.36064205
24,45,27,27,35,27,86,99,0.11310665,-0.12443413,-0.065928489,0.081714906,0.046231214,0.32680905,0.33002138,0.3057875,0.38352028,0.32958981,0.14763944,0.015188673
42,50,47,45,37,30,126,125,0.14495164,0.25489983,0.098131575,0.023951609,0.023444602,0.086448245,-0.1213565,0.15399007,-0.15193847,-0.22780274,-0.072721303,0.010982363
20,15,20,16,28,23,68,54,-0.44382986,-0.32800969,-0.51947355,-0.80242497,-0.44873926,0.48438913,-0.17006013,-0.38336849,0.13381602,0.090453073,,
20,33,18,25,24,27,62,85,0.17479044,0.085412338,0.47208211,0.41528526,-0.14349021,-0.28744876,-0.21281308,-0.17369872,0.30508989,0.86456269,0.25794807,0.42752203
15,16,42,41,28,21,85,78,0.67711055,0.57046181,0.3067154,0.55152178,0.09801998,0.35221824,0.47594526,0.47587711,0.19799447,-0.26453948,0.016747316,-0.095415406
34,34,31,30,27,23,92,87,,,,,,,,,,,0.2416907,0.58603364
35,35,18,19,11,7,64,61,0.12492435,0.40363178,0.41482922,0.50933564,0.089060746,0.25538567,0.5688293,0.35210893,0.21823928,0.013691919,0.15420921,0.18170205
36,46,46,44,39,34,121,124,-0.22672962,-0.47916612,-0.11061783,-0.40323201,-0.097004451,-0.13512057,-0.06590417,-0.29667148,-0.17904897,-0.10677319,-0.33417517,-0.34996897
21,22,30,30,31,19,82,71,,,0.17852515,0.44417432,-0.40782407,-0.10910998,-0.25262275,-0.11364511,0.14429502,0.12405646,0.046499975,-0.10600442
30,29,29,18,29,19,88,66,-0.49998465,-0.2356842,,,,,0.19525003,0.16699818,-0.53837353,-0.42276499,-0.41028982,-0.31132862
14,14,27,27,36,34,77,75,-0.14974588,-0.13725205,-0.31465587,-0.42158356,-0.34732181,-0.4476313,0.18962003,0.61197168,0.29526284,0.45168456,0.17764151,0.034239039
27,22,42,32,30,24,99,78,0.17198515,0.20343135,0.050978102,0.014698926,-0.22806163,0.012748739,0.12161434,0.22874922,0.13596377,0.38556343,-0.017099591,-0.051109731
19,19,46,33,36,31,101,83,-0.014190279,0.19555259,,,,,,,,,-0.27307993,-0.069310918
16,16,19,15,0,0,35,31,0.42458171,0.087312594,0.17066807,-0.25669497,0.18775144,-0.370395,,,-0.32231,-0.52930117,-0.10571726,-0.096042044
18,25,33,32,35,31,86,88,-0.23373187,-0.20106989,0.26819462,0.2059167,0.26394054,-0.39812973,,,0.082610041,0.048438556,0.21551333,0.24208188
25,33,38,42,41,33,104,108,0.41399568,0.37678751,0.30141705,-0.10380723,-0.091907904,-0.10122833,-0.13319057,-0.11965639,-0.56400585,-0.12898767,0.2778222,0.54680735
20,19,38,38,36,30,94,87,0.2726135,0.34469166,0.28827479,0.32093173,0.4861367,0.38941938,0.16510609,0.24679346,0.29475003,0.33763409,0.29379639,0.37689289
31,32,42,38,34,26,107,96,0.20163579,0.014000267,0.19646466,0.16677523,-0.037112553,0.075550511,0.30951184,0.50568801,-0.010512643,-0.10877483,-0.293111,-0.21713136
29,31,31,34,38,31,98,96,0.04681889,-0.21405293,0.012758044,-0.030900598,0.33547124,0.54539818,0.29487219,0.24776842,0.29271859,0.06610591,0.18217154,0.10161304
29,45,39,40,34,28,102,113,0.1658653,0.326969,-0.16728847,-0.24504167,-0.13629775,-0.60197937,-0.082346052,-0.27281606,-0.16358988,-0.094783545,0.069661953,-0.12527248
29,35,25,14,28,21,82,70,0.2693595,0.50383723,0.54736537,0.41586956,0.32440662,0.38894099,0.51965123,0.38185924,0.30662999,0.51775926,0.11162718,0.20611237
33,33,35,35,41,32,109,100,,,-0.036366984,-0.26900277,,,,,,,0.54262298,0.81917572
28,28,26,26,31,22,85,76,,,,,,,,,,,0.43268058,0.35306895
24,28,18,18,29,24,71,70,-0.27664101,-0.42791238,-0.20976597,0.039016761,-0.14773697,-0.17325583,-0.00113363,-0.057384163,0.17790683,0.15552822,0.2655642,0.005079048
29,27,23,17,38,22,90,66,0.51455814,0.15554155,0.26730397,0.27418384,0.13714173,-0.033511139,0.45990971,0.066758931,0.19418615,-0.25358075,-0.034147792,0.072824106
31,22,39,27,33,26,103,75,0.51234931,0.50803125,0.23042324,0.10755348,0.23314513,0.14463665,,,,,,
27,35,37,28,40,30,104,93,0.1672592,0.53016186,-0.06400229,-0.042595699,0.059091799,-0.16867131,-0.072405025,0.27939689,0.064361542,0.04494451,-0.12005577,-0.053866737
20,26,38,36,32,29,90,91,0.12404615,0.14637478,0.14841904,0.40158874,0.360313,0.43048429,0.48810625,0.6749692,0.21297565,0.65027303,0.39790767,0.54748797
35,36,27,26,18,16,80,78,-0.043658517,0.031765059,0.024930937,0.022093905,-0.13796262,-0.14196639,0.039800759,0.02175496,-0.009331519,0.039773576,0.018229514,0.097074524
30,41,45,45,36,35,111,121,0.21331954,0.20398605,0.14650527,0.36729106,0.008156912,0.013557047,-0.094926998,-0.15162234,0.14275973,0.31973174,-0.14613019,-0.45143455
27,30,33,30,41,30,101,90,-0.45855236,-0.40048641,-0.27658156,-0.37461498,-0.20236304,-0.067429662,-0.024656195,0.31465277,-0.26352185,-0.39752084,-0.12623847,0.11590611
20,13,36,34,26,20,82,67,-0.19170491,-0.035928521,-0.39532691,-0.31721926,-0.13947773,-0.051440995,0.2249558,0.21746534,-0.002852389,-0.067743592,0.31046256,0.48391643
22,40,39,39,32,32,93,111,-0.00533101,-0.12597559,0.19177893,0.010623535,0.057950281,-0.007448891,0.19938052,0.18871008,0.081650473,0.21245977,0.062371165,-0.059939064
26,27,21,18,25,21,72,66,-0.18847062,-0.35170677,0.3111341,-0.30792162,0.024253443,-0.44086581,0.60365796,0.22304685,-0.26653385,-0.75945294,-0.13658945,-0.30691674
24,40,41,38,43,36,108,114,-0.086134881,-0.15281968,-0.1470017,-0.20488305,-0.11827099,-0.08062806,-0.030992176,0.047189709,-0.004258351,0.011562418,-0.17710672,-0.21388818
32,31,34,35,36,29,102,95,0.15521476,0.059966348,0.14071193,0.13325989,0.19183223,0.1711996,0.2593849,0.37878141,0.2759724,0.1607157,0.22615361,0.10109495
14,13,37,28,34,26,85,67,0.097915173,0.38069192,0.24715938,0.16642676,0.55548739,0.69418943,0.4498105,0.3907041,0.29541764,0.58416909,0.38123727,0.55176151
23,22,27,27,32,25,82,74,0.19335355,-0.17276885,0.90136296,0.67891645,0.077231489,-0.086797319,-0.12073366,-0.27811351,-0.011092618,-0.30543843,0.61373043,0.004362925
19,19,34,26,31,9,84,54,0.11823419,0.31914639,-0.028304573,-0.23084745,0.6082601,0.79445326,0.25357696,0.089261077,0.1446555,0.097142614,0.34969783,-0.059920128
21,30,31,23,43,32,95,85,0.31322843,-0.025539525,0.18600696,0.25125417,0.14126466,-0.05315128,0.38042125,0.29700246,0.10742073,-0.20378363,0.26340902,-0.080128081
50,50,43,34,31,23,124,107,0.09220542,0.21147381,-0.53082901,-0.13952205,-0.18516406,0.10150467,-0.22302501,-0.63585168,-0.1379367,-0.54836351,-0.12001376,-0.80222958
22,26,37,37,31,27,90,90,,,-0.030072518,-0.34989938,,,,,,,,
17,26,29,28,29,20,75,74,-0.56573588,-0.22706529,-0.34115043,-0.00963302,0.41736811,0.22102499,0.00081893,0.23170035,-0.29064488,0.33645213,-0.29905614,-0.35372615
39,46,32,31,41,31,112,108,,,,,,,,,-0.19760376,0.11719488,,
23,31,35,32,27,31,85,94,-0.11637203,0.12157444,-0.053537708,0.30335519,0.026648432,0.020525159,0.56292725,0.47595099,-0.16929987,0.043490153,0.25581354,0.22832984
16,18,19,17,26,21,61,56,0.28649557,-0.3302075,,,-0.043336071,-0.0749854,-0.051714145,-0.039514765,,,0.015466325,-0.52605897
15,22,26,26,29,22,70,70,0.24660829,-0.023211183,0.44282699,0.54868889,0.46794227,0.53437275,0.079334736,0.25973201,0.068897322,0.14435974,0.12073196,0.45740172
10,9,8,9,14,11,32,29,0.2845692,0.015394783,0.29685307,0.54388613,0.20610794,0.26887423,0.42344964,0.83652198,0.99659848,0.38363701,0.84453052,-0.022332788
31,29,29,24,32,26,92,79,0.076216616,0.05023485,0.15752563,0.070003644,0.13648137,0.083885461,0.24454071,0.33103719,0.37482679,0.36216113,0.31562424,0.49758217
25,0,11,0,30,0,66,0,0.2988022,0.50217515,-0.065414511,-0.53342545,,,0.32377434,-0.39645487,,,,
22,22,25,28,31,25,78,75,-0.79289365,-0.26407641,0.27720034,1.1238716,-0.11246515,-0.44429508,-0.15828149,-0.15959513,0.022466205,-0.26082459,0.51250976,0.1659172
36,44,50,40,35,19,121,103,,,,,-0.008266799,-0.19580771,,,-0.60394573,-0.43602198,,
24,15,44,38,30,25,98,78,-0.14505351,-0.20451425,-0.29879111,-0.19115523,0.038879789,-0.18404371,-0.14989774,-0.33796242,-0.38241953,-0.26104349,-0.29103884,-0.039483234
20,29,28,24,29,16,77,69,0.34222037,0.14862898,0.075569272,0.1167167,0.29184389,0.20637168,0.38374227,0.79920262,-0.1100405,-0.23629589,-0.039300546,0.028297933
23,23,19,17,30,23,72,63,,,0.54745692,0.071030684,,,0.090783432,-0.25485107,0.11409338,0.45203558,,
32,32,41,41,35,27,108,100,0.15912589,0.38045424,0.28038105,0.22194663,-0.075543366,-0.21145104,0.24988893,0.011344919,-0.2126433,-0.25937921,0.013592009,0.097129531
27,44,44,44,35,29,106,117,-0.50245953,-0.43434697,-0.076339535,0.07273367,-0.12358084,-0.12842633,0.01121409,-0.52064466,0.23264039,-0.15587726,0.10791902,-0.44940093
6,5,11,11,27,20,44,36,0.093752801,-0.08806622,,,,,,,0.19482636,0.12894306,0.57657206,-0.22272803
20,33,28,27,38,35,86,95,-0.13538268,-0.087770507,-0.030199578,0.045129519,0.023089282,-0.16977869,0.011423637,-0.28530318,-0.18162933,-0.24182929,-0.15190148,-0.16740343
26,41,26,24,23,15,75,80,-0.43232384,-0.31813008,-0.46944186,-0.32045415,-0.36396962,-0.23262678,-0.57645708,-0.54450339,-0.50458342,-0.29841769,-0.43036467,-0.43208468
20,28,15,15,16,20,51,63,0.13728335,-0.069773026,,,-0.13678335,-0.66348034,0.085154071,-0.13032046,-0.063247561,-0.25611317,0.017650839,-0.38110828
36,42,34,34,21,16,91,92,-0.39336368,-0.22778098,-0.27876815,-0.31985903,-0.24958663,-0.22454062,-0.17231867,-0.21050534,-0.26180843,-0.27486998,-0.35676029,-0.40632886
40,31,33,29,31,24,104,84,-0.27050552,-0.54174376,0.6049099,0.66917175,0.17111668,0.42202437,0.097187787,-0.01121688,0.007790392,0.019970512,0.055933349,0.074601755
23,29,25,24,32,26,80,79,0.30711657,0.53829163,-0.16290207,0.059638157,,,,,-0.10850081,-0.1023859,,
25,16,45,37,37,29,107,82,-0.53952205,-0.32415944,-0.47055823,-0.27874619,-0.29080775,-0.36120972,-0.40886781,-0.30062404,-0.21547924,-0.29373908,-0.26282334,-0.2476722
20,21,27,27,35,16,82,64,0.29408795,0.061737202,0.17665276,0.43160662,0.41515493,0.33525252,0.66307068,0.467648,-0.17201319,-0.45086408,0.2014998,0.05235029
29,46,43,36,37,29,109,111,-0.045455012,0.062441751,0.12663278,0.070106126,0.051290497,-0.026258169,0.38965225,0.31491655,0.40324113,0.20783651,0.16719751,0.17235976
37,36,48,39,36,27,121,102,0.21152236,0.41842222,0.58485967,0.44675499,0.26883361,0.062925108,0.35282278,0.46724054,0.67649502,0.70266163,0.5488627,0.64626962
15,20,47,35,37,30,99,85,0.27271476,0.22105333,0.52344996,-0.03124962,-0.088813156,0.23596114,0.10342048,0.18863244,0.57465816,0.16024058,0.036089085,-0.33483669
18,18,24,25,38,33,80,76,0.48713225,0.3466596,0.39634857,0.11553818,0.15957572,0.07407964,0.89496601,0.74958581,0.79370075,0.43134052,1.0054494,1.0343376
23,20,31,28,40,35,94,83,0.20937008,0.41069466,,,,,0.17626284,0.13345277,,,,
22,25,25,23,28,23,75,71,0.54427212,0.54423022,0.70741516,0.79017127,0.43189043,0.7817992,0.7070719,0.89751273,0.47317123,0.5470944,-0.000485674,0.62222213
25,32,30,29,31,28,86,89,-0.22659788,-0.50794965,0.051478878,0.10534582,-0.39592132,-0.33937842,0.2722002,0.25319344,,,0.02354536,-0.10226353
29,32,29,7,33,0,91,39,0.2792958,0.14127935,0.000455467,-0.29116815,0.48909605,0.31344965,0.11048234,-0.28793395,0.15397212,0.38254794,0.12289819,0.30002496
21,21,26,24,34,30,81,75,-0.11162014,-0.19308412,0.0259399,0.024579423,0.14001557,-0.072303064,0.14601423,-0.014582057,0.15653731,-0.007992268,,
24,24,47,46,31,20,102,90,-0.26693043,0.11145839,-0.13096265,0.027542353,0.004187465,0.13291968,0.09739469,0.48983902,-0.39905471,0.30629054,-0.24413654,-0.46817121
17,25,25,19,21,14,63,58,-0.10934168,0.095418669,-0.091942608,-0.19307368,0.30008712,0.29984197,0.60290617,0.54530805,0.22911367,0.19848956,0.27531379,0.40770578
31,38,31,22,38,26,100,86,-0.023055272,-0.009755539,,,-0.31549823,-0.31083605,0.091097735,0.22759616,,,0.084909841,0.39351821
22,29,19,22,32,27,73,78,-0.29913294,-0.16365854,-0.22212714,-0.20041445,-0.37663344,-0.55254573,-0.28400722,-0.42486763,0.002251634,0.64718485,-0.18532787,0.094974346
27,45,37,35,36,28,100,108,-0.40071395,-0.32378262,-0.39288533,-0.28363603,-0.38743261,-0.32000118,-0.6786781,-0.73851341,-0.62277871,-0.67798346,-0.58144641,-0.55246031
32,36,35,30,23,21,90,87,-0.10640191,-0.068432257,-0.076762803,-0.17235334,-0.017355038,0.006277696,0.1019773,0.21970911,0.0086518,0.14538124,0.092249483,0.21768862
25,25,20,19,35,27,80,71,-0.004392948,-0.087654024,-0.020169839,-0.08771117,0.25846943,0.83190095,-0.004533967,0.38669994,0.072334334,0.73165184,-0.28115398,0.49491447
